step,mode,current_altitude_ft,selected_altitude_ft,target_speed_kts,cmd_mode,cmd_vs_fpm,cmd_speed_kts,distance_to_next_nm
3714,PATH,-72541.7,3000,280,PATH,-1500,280,-5770.86
3715,PATH,-72566.7,3000,280,PATH,-1500,280,-5772.6
3716,PATH,-72591.7,3000,280,PATH,-1500,280,-5774.34
3717,PATH,-72616.7,3000,280,PATH,-1500,280,-5776.08
3718,PATH,-72641.7,3000,280,PATH,-1500,280,-5777.81
3719,PATH,-72666.7,3000,280,PATH,-1500,280,-5779.55
3720,PATH,-72691.7,3000,280,PATH,-1500,280,-5781.29
3721,PATH,-72716.7,3000,280,PATH,-1500,280,-5783.03
3722,PATH,-72741.7,3000,280,PATH,-1500,280,-5784.77
3723,PATH,-72766.7,3000,280,PATH,-1500,280,-5786.5
3724,PATH,-72791.7,3000,280,PATH,-1500,280,-5788.24
3725,PATH,-72816.7,3000,280,PATH,-1500,280,-5789.98
3726,PATH,-72841.7,3000,280,PATH,-1500,280,-5791.72
3727,PATH,-72866.7,3000,280,PATH,-1500,280,-5793.45
3728,PATH,-72891.7,3000,280,PATH,-1500,280,-5795.19
3729,PATH,-72916.7,3000,280,PATH,-1500,280,-5796.93
3730,PATH,-72941.7,3000,280,PATH,-1500,280,-5798.67
3731,PATH,-72966.7,3000,280,PATH,-1500,280,-5800.41
3732,PATH,-72991.7,3000,280,PATH,-1500,280,-5802.14
3733,PATH,-73016.7,3000,280,PATH,-1500,280,-5803.88
3734,PATH,-73041.7,3000,280,PATH,-1500,280,-5805.62
3735,PATH,-73066.7,3000,280,PATH,-1500,280,-5807.36
3736,PATH,-73091.7,3000,280,PATH,-1500,280,-5809.1
3737,PATH,-73116.7,3000,280,PATH,-1500,280,-5810.83
3738,PATH,-73141.7,3000,280,PATH,-1500,280,-5812.57
3739,PATH,-73166.7,3000,280,PATH,-1500,280,-5814.31
3740,PATH,-73191.7,3000,280,PATH,-1500,280,-5816.05
3741,PATH,-73216.7,3000,280,PATH,-1500,280,-5817.79
3742,PATH,-73241.7,3000,280,PATH,-1500,280,-5819.52
3743,PATH,-73266.7,3000,280,PATH,-1500,280,-5821.26
3744,PATH,-73291.7,3000,280,PATH,-1500,280,-5823
3745,PATH,-73316.7,3000,280,PATH,-1500,280,-5824.74
3746,PATH,-73341.7,3000,280,PATH,-1500,280,-5826.48
3747,PATH,-73366.7,3000,280,PATH,-1500,280,-5828.21
3748,PATH,-73391.7,3000,280,PATH,-1500,280,-5829.95
3749,PATH,-73416.7,3000,280,PATH,-1500,280,-5831.69
3750,PATH,-73441.7,3000,280,PATH,-1500,280,-5833.43
3751,PATH,-73466.7,3000,280,PATH,-1500,280,-5835.17
3752,PATH,-73491.7,3000,280,PATH,-1500,280,-5836.9
3753,PATH,-73516.7,3000,280,PATH,-1500,280,-5838.64
3754,PATH,-73541.7,3000,280,PATH,-1500,280,-5840.38
3755,PATH,-73566.7,3000,280,PATH,-1500,280,-5842.12
3756,PATH,-73591.7,3000,280,PATH,-1500,280,-5843.86
3757,PATH,-73616.7,3000,280,PATH,-1500,280,-5845.59
3758,PATH,-73641.7,3000,280,PATH,-1500,280,-5847.33
3759,PATH,-73666.7,3000,280,PATH,-1500,280,-5849.07
3760,PATH,-73691.7,3000,280,PATH,-1500,280,-5850.81
3761,PATH,-73716.7,3000,280,PATH,-1500,280,-5852.55
3762,PATH,-73741.7,3000,280,PATH,-1500,280,-5854.28
3763,PATH,-73766.7,3000,280,PATH,-1500,280,-5856.02
3764,PATH,-73791.7,3000,280,PATH,-1500,280,-5857.76
3765,PATH,-73816.7,3000,280,PATH,-1500,280,-5859.5
3766,PATH,-73841.7,3000,280,PATH,-1500,280,-5861.23
3767,PATH,-73866.7,3000,280,PATH,-1500,280,-5862.97
3768,PATH,-73891.7,3000,280,PATH,-1500,280,-5864.71
3769,PATH,-73916.7,3000,280,PATH,-1500,280,-5866.45
3770,PATH,-73941.7,3000,280,PATH,-1500,280,-5868.19
3771,PATH,-73966.7,3000,280,PATH,-1500,280,-5869.92
3772,PATH,-73991.7,3000,280,PATH,-1500,280,-5871.66
3773,PATH,-74016.7,3000,280,PATH,-1500,280,-5873.4
3774,PATH,-74041.7,3000,280,PATH,-1500,280,-5875.14
3775,PATH,-74066.7,3000,280,PATH,-1500,280,-5876.88
3776,PATH,-74091.7,3000,280,PATH,-1500,280,-5878.61
3777,PATH,-74116.7,3000,280,PATH,-1500,280,-5880.35
3778,PATH,-74141.7,3000,280,PATH,-1500,280,-5882.09
3779,PATH,-74166.7,3000,280,PATH,-1500,280,-5883.83
3780,PATH,-74191.7,3000,280,PATH,-1500,280,-5885.57
3781,PATH,-74216.7,3000,280,PATH,-1500,280,-5887.3
3782,PATH,-74241.7,3000,280,PATH,-1500,280,-5889.04
3783,PATH,-74266.7,3000,280,PATH,-1500,280,-5890.78
3784,PATH,-74291.7,3000,280,PATH,-1500,280,-5892.52
3785,PATH,-74316.7,3000,280,PATH,-1500,280,-5894.26
3786,PATH,-74341.7,3000,280,PATH,-1500,280,-5895.99
3787,PATH,-74366.7,3000,280,PATH,-1500,280,-5897.73
3788,PATH,-74391.7,3000,280,PATH,-1500,280,-5899.47
3789,PATH,-74416.7,3000,280,PATH,-1500,280,-5901.21
3790,PATH,-74441.7,3000,280,PATH,-1500,280,-5902.95
3791,PATH,-74466.7,3000,280,PATH,-1500,280,-5904.68
3792,PATH,-74491.7,3000,280,PATH,-1500,280,-5906.42
3793,PATH,-74516.7,3000,280,PATH,-1500,280,-5908.16
3794,PATH,-74541.7,3000,280,PATH,-1500,280,-5909.9
3795,PATH,-74566.7,3000,280,PATH,-1500,280,-5911.64
3796,PATH,-74591.7,3000,280,PATH,-1500,280,-5913.37
3797,PATH,-74616.7,3000,280,PATH,-1500,280,-5915.11
3798,PATH,-74641.7,3000,280,PATH,-1500,280,-5916.85
3799,PATH,-74666.7,3000,280,PATH,-1500,280,-5918.59
3800,PATH,-74691.7,3000,280,PATH,-1500,280,-5920.33
3801,PATH,-74716.7,3000,280,PATH,-1500,280,-5922.06
3802,PATH,-74741.7,3000,280,PATH,-1500,280,-5923.8
3803,PATH,-74766.7,3000,280,PATH,-1500,280,-5925.54
3804,PATH,-74791.7,3000,280,PATH,-1500,280,-5927.28
3805,PATH,-74816.7,3000,280,PATH,-1500,280,-5929.02
3806,PATH,-74841.7,3000,280,PATH,-1500,280,-5930.75
3807,PATH,-74866.7,3000,280,PATH,-1500,280,-5932.49
3808,PATH,-74891.7,3000,280,PATH,-1500,280,-5934.23
3809,PATH,-74916.7,3000,280,PATH,-1500,280,-5935.97
3810,PATH,-74941.7,3000,280,PATH,-1500,280,-5937.7
3811,PATH,-74966.7,3000,280,PATH,-1500,280,-5939.44
3812,PATH,-74991.7,3000,280,PATH,-1500,280,-5941.18
3813,PATH,-75016.7,3000,280,PATH,-1500,280,-5942.92
3814,PATH,-75041.7,3000,280,PATH,-1500,280,-5944.66
3815,PATH,-75066.7,3000,280,PATH,-1500,280,-5946.39
3816,PATH,-75091.7,3000,280,PATH,-1500,280,-5948.13
3817,PATH,-75116.7,3000,280,PATH,-1500,280,-5949.87
3818,PATH,-75141.7,3000,280,PATH,-1500,280,-5951.61
3819,PATH,-75166.7,3000,280,PATH,-1500,280,-5953.35
3820,PATH,-75191.7,3000,280,PATH,-1500,280,-5955.08
3821,PATH,-75216.7,3000,280,PATH,-1500,280,-5956.82
3822,PATH,-75241.7,3000,280,PATH,-1500,280,-5958.56
3823,PATH,-75266.7,3000,280,PATH,-1500,280,-5960.3
3824,PATH,-75291.7,3000,280,PATH,-1500,280,-5962.04
3825,PATH,-75316.7,3000,280,PATH,-1500,280,-5963.77
3826,PATH,-75341.7,3000,280,PATH,-1500,280,-5965.51
3827,PATH,-75366.7,3000,280,PATH,-1500,280,-5967.25
3828,PATH,-75391.7,3000,280,PATH,-1500,280,-5968.99
3829,PATH,-75416.7,3000,280,PATH,-1500,280,-5970.73
3830,PATH,-75441.7,3000,280,PATH,-1500,280,-5972.46
3831,PATH,-75466.7,3000,280,PATH,-1500,280,-5974.2
3832,PATH,-75491.7,3000,280,PATH,-1500,280,-5975.94
3833,PATH,-75516.7,3000,280,PATH,-1500,280,-5977.68
3834,PATH,-75541.7,3000,280,PATH,-1500,280,-5979.42
3835,PATH,-75566.7,3000,280,PATH,-1500,280,-5981.15
3836,PATH,-75591.7,3000,280,PATH,-1500,280,-5982.89
3837,PATH,-75616.7,3000,280,PATH,-1500,280,-5984.63
3838,PATH,-75641.7,3000,280,PATH,-1500,280,-5986.37
3839,PATH,-75666.7,3000,280,PATH,-1500,280,-5988.11
3840,PATH,-75691.7,3000,280,PATH,-1500,280,-5989.84
3841,PATH,-75716.7,3000,280,PATH,-1500,280,-5991.58
3842,PATH,-75741.7,3000,280,PATH,-1500,280,-5993.32
3843,PATH,-75766.7,3000,280,PATH,-1500,280,-5995.06
3844,PATH,-75791.7,3000,280,PATH,-1500,280,-5996.8
3845,PATH,-75816.7,3000,280,PATH,-1500,280,-5998.53
3846,PATH,-75841.7,3000,280,PATH,-1500,280,-6000.27
3847,PATH,-75866.7,3000,280,PATH,-1500,280,-6002.01
3848,PATH,-75891.7,3000,280,PATH,-1500,280,-6003.75
3849,PATH,-75916.7,3000,280,PATH,-1500,280,-6005.48
3850,PATH,-75941.7,3000,280,PATH,-1500,280,-6007.22
3851,PATH,-75966.7,3000,280,PATH,-1500,280,-6008.96
3852,PATH,-75991.7,3000,280,PATH,-1500,280,-6010.7
3853,PATH,-76016.7,3000,280,PATH,-1500,280,-6012.44
3854,PATH,-76041.7,3000,280,PATH,-1500,280,-6014.17
3855,PATH,-76066.7,3000,280,PATH,-1500,280,-6015.91
3856,PATH,-76091.7,3000,280,PATH,-1500,280,-6017.65
3857,PATH,-76116.7,3000,280,PATH,-1500,280,-6019.39
3858,PATH,-76141.7,3000,280,PATH,-1500,280,-6021.13
3859,PATH,-76166.7,3000,280,PATH,-1500,280,-6022.86
3860,PATH,-76191.7,3000,280,PATH,-1500,280,-6024.6
3861,PATH,-76216.7,3000,280,PATH,-1500,280,-6026.34
3862,PATH,-76241.7,3000,280,PATH,-1500,280,-6028.08
3863,PATH,-76266.7,3000,280,PATH,-1500,280,-6029.82
3864,PATH,-76291.7,3000,280,PATH,-1500,280,-6031.55
3865,PATH,-76316.7,3000,280,PATH,-1500,280,-6033.29
3866,PATH,-76341.7,3000,280,PATH,-1500,280,-6035.03
3867,PATH,-76366.7,3000,280,PATH,-1500,280,-6036.77
3868,PATH,-76391.7,3000,280,PATH,-1500,280,-6038.51
3869,PATH,-76416.7,3000,280,PATH,-1500,280,-6040.24
3870,PATH,-76441.7,3000,280,PATH,-1500,280,-6041.98
3871,PATH,-76466.7,3000,280,PATH,-1500,280,-6043.72
3872,PATH,-76491.7,3000,280,PATH,-1500,280,-6045.46
3873,PATH,-76516.7,3000,280,PATH,-1500,280,-6047.2
3874,PATH,-76541.7,3000,280,PATH,-1500,280,-6048.93
3875,PATH,-76566.7,3000,280,PATH,-1500,280,-6050.67
3876,PATH,-76591.7,3000,280,PATH,-1500,280,-6052.41
3877,PATH,-76616.7,3000,280,PATH,-1500,280,-6054.15
3878,PATH,-76641.7,3000,280,PATH,-1500,280,-6055.89
3879,PATH,-76666.7,3000,280,PATH,-1500,280,-6057.62
3880,PATH,-76691.7,3000,280,PATH,-1500,280,-6059.36
3881,PATH,-76716.7,3000,280,PATH,-1500,280,-6061.1
3882,PATH,-76741.7,3000,280,PATH,-1500,280,-6062.84
3883,PATH,-76766.7,3000,280,PATH,-1500,280,-6064.58
3884,PATH,-76791.7,3000,280,PATH,-1500,280,-6066.31
3885,PATH,-76816.7,3000,280,PATH,-1500,280,-6068.05
3886,PATH,-76841.7,3000,280,PATH,-1500,280,-6069.79
3887,PATH,-76866.7,3000,280,PATH,-1500,280,-6071.53
3888,PATH,-76891.7,3000,280,PATH,-1500,280,-6073.26
3889,PATH,-76916.7,3000,280,PATH,-1500,280,-6075
3890,PATH,-76941.7,3000,280,PATH,-1500,280,-6076.74
3891,PATH,-76966.7,3000,280,PATH,-1500,280,-6078.48
3892,PATH,-76991.7,3000,280,PATH,-1500,280,-6080.22
3893,PATH,-77016.7,3000,280,PATH,-1500,280,-6081.95
3894,PATH,-77041.7,3000,280,PATH,-1500,280,-6083.69
3895,PATH,-77066.7,3000,280,PATH,-1500,280,-6085.43
3896,PATH,-77091.7,3000,280,PATH,-1500,280,-6087.17
3897,PATH,-77116.7,3000,280,PATH,-1500,280,-6088.91
3898,PATH,-77141.7,3000,280,PATH,-1500,280,-6090.64
3899,PATH,-77166.7,3000,280,PATH,-1500,280,-6092.38
3900,PATH,-77191.7,3000,280,PATH,-1500,280,-6094.12
3901,PATH,-77216.7,3000,280,PATH,-1500,280,-6095.86
3902,PATH,-77241.7,3000,280,PATH,-1500,280,-6097.6
3903,PATH,-77266.7,3000,280,PATH,-1500,280,-6099.33
3904,PATH,-77291.7,3000,280,PATH,-1500,280,-6101.07
3905,PATH,-77316.7,3000,280,PATH,-1500,280,-6102.81
3906,PATH,-77341.7,3000,280,PATH,-1500,280,-6104.55
3907,PATH,-77366.7,3000,280,PATH,-1500,280,-6106.29
3908,PATH,-77391.7,3000,280,PATH,-1500,280,-6108.02
3909,PATH,-77416.7,3000,280,PATH,-1500,280,-6109.76
3910,PATH,-77441.7,3000,280,PATH,-1500,280,-6111.5
3911,PATH,-77466.7,3000,280,PATH,-1500,280,-6113.24
3912,PATH,-77491.7,3000,280,PATH,-1500,280,-6114.98
3913,PATH,-77516.7,3000,280,PATH,-1500,280,-6116.71
3914,PATH,-77541.7,3000,280,PATH,-1500,280,-6118.45
3915,PATH,-77566.7,3000,280,PATH,-1500,280,-6120.19
3916,PATH,-77591.7,3000,280,PATH,-1500,280,-6121.93
3917,PATH,-77616.7,3000,280,PATH,-1500,280,-6123.67
3918,PATH,-77641.7,3000,280,PATH,-1500,280,-6125.4
3919,PATH,-77666.7,3000,280,PATH,-1500,280,-6127.14
3920,PATH,-77691.7,3000,280,PATH,-1500,280,-6128.88
3921,PATH,-77716.7,3000,280,PATH,-1500,280,-6130.62
3922,PATH,-77741.7,3000,280,PATH,-1500,280,-6132.36
3923,PATH,-77766.7,3000,280,PATH,-1500,280,-6134.09
3924,PATH,-77791.7,3000,280,PATH,-1500,280,-6135.83
3925,PATH,-77816.7,3000,280,PATH,-1500,280,-6137.57
3926,PATH,-77841.7,3000,280,PATH,-1500,280,-6139.31
3927,PATH,-77866.7,3000,280,PATH,-1500,280,-6141.05
3928,PATH,-77891.7,3000,280,PATH,-1500,280,-6142.78
3929,PATH,-77916.7,3000,280,PATH,-1500,280,-6144.52
3930,PATH,-77941.7,3000,280,PATH,-1500,280,-6146.26
3931,PATH,-77966.7,3000,280,PATH,-1500,280,-6148
3932,PATH,-77991.7,3000,280,PATH,-1500,280,-6149.73
3933,PATH,-78016.7,3000,280,PATH,-1500,280,-6151.47
3934,PATH,-78041.7,3000,280,PATH,-1500,280,-6153.21
3935,PATH,-78066.7,3000,280,PATH,-1500,280,-6154.95
3936,PATH,-78091.7,3000,280,PATH,-1500,280,-6156.69
3937,PATH,-78116.7,3000,280,PATH,-1500,280,-6158.42
3938,PATH,-78141.7,3000,280,PATH,-1500,280,-6160.16
3939,PATH,-78166.7,3000,280,PATH,-1500,280,-6161.9
3940,PATH,-78191.7,3000,280,PATH,-1500,280,-6163.64
3941,PATH,-78216.7,3000,280,PATH,-1500,280,-6165.38
3942,PATH,-78241.7,3000,280,PATH,-1500,280,-6167.11
3943,PATH,-78266.7,3000,280,PATH,-1500,280,-6168.85
3944,PATH,-78291.7,3000,280,PATH,-1500,280,-6170.59
3945,PATH,-78316.7,3000,280,PATH,-1500,280,-6172.33
3946,PATH,-78341.7,3000,280,PATH,-1500,280,-6174.07
3947,PATH,-78366.7,3000,280,PATH,-1500,280,-6175.8
3948,PATH,-78391.7,3000,280,PATH,-1500,280,-6177.54
3949,PATH,-78416.7,3000,280,PATH,-1500,280,-6179.28
3950,PATH,-78441.7,3000,280,PATH,-1500,280,-6181.02
3951,PATH,-78466.7,3000,280,PATH,-1500,280,-6182.76
3952,PATH,-78491.7,3000,280,PATH,-1500,280,-6184.49
3953,PATH,-78516.7,3000,280,PATH,-1500,280,-6186.23
3954,PATH,-78541.7,3000,280,PATH,-1500,280,-6187.97
3955,PATH,-78566.7,3000,280,PATH,-1500,280,-6189.71
3956,PATH,-78591.7,3000,280,PATH,-1500,280,-6191.45
3957,PATH,-78616.7,3000,280,PATH,-1500,280,-6193.18
3958,PATH,-78641.7,3000,280,PATH,-1500,280,-6194.92
3959,PATH,-78666.7,3000,280,PATH,-1500,280,-6196.66
3960,PATH,-78691.7,3000,280,PATH,-1500,280,-6198.4
3961,PATH,-78716.7,3000,280,PATH,-1500,280,-6200.14
3962,PATH,-78741.7,3000,280,PATH,-1500,280,-6201.87
3963,PATH,-78766.7,3000,280,PATH,-1500,280,-6203.61
3964,PATH,-78791.7,3000,280,PATH,-1500,280,-6205.35
3965,PATH,-78816.7,3000,280,PATH,-1500,280,-6207.09
3966,PATH,-78841.7,3000,280,PATH,-1500,280,-6208.83
3967,PATH,-78866.7,3000,280,PATH,-1500,280,-6210.56
3968,PATH,-78891.7,3000,280,PATH,-1500,280,-6212.3
3969,PATH,-78916.7,3000,280,PATH,-1500,280,-6214.04
3970,PATH,-78941.7,3000,280,PATH,-1500,280,-6215.78
3971,PATH,-78966.7,3000,280,PATH,-1500,280,-6217.51
3972,PATH,-78991.7,3000,280,PATH,-1500,280,-6219.25
3973,PATH,-79016.7,3000,280,PATH,-1500,280,-6220.99
3974,PATH,-79041.7,3000,280,PATH,-1500,280,-6222.73
3975,PATH,-79066.7,3000,280,PATH,-1500,280,-6224.47
3976,PATH,-79091.7,3000,280,PATH,-1500,280,-6226.2
3977,PATH,-79116.7,3000,280,PATH,-1500,280,-6227.94
3978,PATH,-79141.7,3000,280,PATH,-1500,280,-6229.68
3979,PATH,-79166.7,3000,280,PATH,-1500,280,-6231.42
3980,PATH,-79191.7,3000,280,PATH,-1500,280,-6233.16
3981,PATH,-79216.7,3000,280,PATH,-1500,280,-6234.89
3982,PATH,-79241.7,3000,280,PATH,-1500,280,-6236.63
3983,PATH,-79266.7,3000,280,PATH,-1500,280,-6238.37
3984,PATH,-79291.7,3000,280,PATH,-1500,280,-6240.11
3985,PATH,-79316.7,3000,280,PATH,-1500,280,-6241.85
3986,PATH,-79341.7,3000,280,PATH,-1500,280,-6243.58
3987,PATH,-79366.7,3000,280,PATH,-1500,280,-6245.32
3988,PATH,-79391.7,3000,280,PATH,-1500,280,-6247.06
3989,PATH,-79416.7,3000,280,PATH,-1500,280,-6248.8
3990,PATH,-79441.7,3000,280,PATH,-1500,280,-6250.54
3991,PATH,-79466.7,3000,280,PATH,-1500,280,-6252.27
3992,PATH,-79491.7,3000,280,PATH,-1500,280,-6254.01
3993,PATH,-79516.7,3000,280,PATH,-1500,280,-6255.75
3994,PATH,-79541.7,3000,280,PATH,-1500,280,-6257.49
3995,PATH,-79566.7,3000,280,PATH,-1500,280,-6259.23
3996,PATH,-79591.7,3000,280,PATH,-1500,280,-6260.96
3997,PATH,-79616.7,3000,280,PATH,-1500,280,-6262.7
3998,PATH,-79641.7,3000,280,PATH,-1500,280,-6264.44
3999,PATH,-79666.7,3000,280,PATH,-1500,280,-6266.18
4000,PATH,-79691.7,3000,280,PATH,-1500,280,-6267.92
4001,PATH,-79716.7,3000,280,PATH,-1500,280,-6269.65
4002,PATH,-79741.7,3000,280,PATH,-1500,280,-6271.39
4003,PATH,-79766.7,3000,280,PATH,-1500,280,-6273.13
4004,PATH,-79791.7,3000,280,PATH,-1500,280,-6274.87
4005,PATH,-79816.7,3000,280,PATH,-1500,280,-6276.61
4006,PATH,-79841.7,3000,280,PATH,-1500,280,-6278.34
4007,PATH,-79866.7,3000,280,PATH,-1500,280,-6280.08
4008,PATH,-79891.7,3000,280,PATH,-1500,280,-6281.82
4009,PATH,-79916.7,3000,280,PATH,-1500,280,-6283.56
4010,PATH,-79941.7,3000,280,PATH,-1500,280,-6285.3
4011,PATH,-79966.7,3000,280,PATH,-1500,280,-6287.03
4012,PATH,-79991.7,3000,280,PATH,-1500,280,-6288.77
4013,PATH,-80016.7,3000,280,PATH,-1500,280,-6290.51
4014,PATH,-80041.7,3000,280,PATH,-1500,280,-6292.25
4015,PATH,-80066.7,3000,280,PATH,-1500,280,-6293.98
4016,PATH,-80091.7,3000,280,PATH,-1500,280,-6295.72
4017,PATH,-80116.7,3000,280,PATH,-1500,280,-6297.46
4018,PATH,-80141.7,3000,280,PATH,-1500,280,-6299.2
4019,PATH,-80166.7,3000,280,PATH,-1500,280,-6300.94
4020,PATH,-80191.7,3000,280,PATH,-1500,280,-6302.67
4021,PATH,-80216.7,3000,280,PATH,-1500,280,-6304.41
4022,PATH,-80241.7,3000,280,PATH,-1500,280,-6306.15
4023,PATH,-80266.7,3000,280,PATH,-1500,280,-6307.89
4024,PATH,-80291.7,3000,280,PATH,-1500,280,-6309.63
4025,PATH,-80316.7,3000,280,PATH,-1500,280,-6311.36
4026,PATH,-80341.7,3000,280,PATH,-1500,280,-6313.1
4027,PATH,-80366.7,3000,280,PATH,-1500,280,-6314.84
4028,PATH,-80391.7,3000,280,PATH,-1500,280,-6316.58
4029,PATH,-80416.7,3000,280,PATH,-1500,280,-6318.32
4030,PATH,-80441.7,3000,280,PATH,-1500,280,-6320.05
4031,PATH,-80466.7,3000,280,PATH,-1500,280,-6321.79
4032,PATH,-80491.7,3000,280,PATH,-1500,280,-6323.53
4033,PATH,-80516.7,3000,280,PATH,-1500,280,-6325.27
4034,PATH,-80541.7,3000,280,PATH,-1500,280,-6327.01
4035,PATH,-80566.7,3000,280,PATH,-1500,280,-6328.74
4036,PATH,-80591.7,3000,280,PATH,-1500,280,-6330.48
4037,PATH,-80616.7,3000,280,PATH,-1500,280,-6332.22
4038,PATH,-80641.7,3000,280,PATH,-1500,280,-6333.96
4039,PATH,-80666.7,3000,280,PATH,-1500,280,-6335.7
4040,PATH,-80691.7,3000,280,PATH,-1500,280,-6337.43
4041,PATH,-80716.7,3000,280,PATH,-1500,280,-6339.17
4042,PATH,-80741.7,3000,280,PATH,-1500,280,-6340.91
4043,PATH,-80766.7,3000,280,PATH,-1500,280,-6342.65
4044,PATH,-80791.7,3000,280,PATH,-1500,280,-6344.39
4045,PATH,-80816.7,3000,280,PATH,-1500,280,-6346.12
4046,PATH,-80841.7,3000,280,PATH,-1500,280,-6347.86
4047,PATH,-80866.7,3000,280,PATH,-1500,280,-6349.6
4048,PATH,-80891.7,3000,280,PATH,-1500,280,-6351.34
4049,PATH,-80916.7,3000,280,PATH,-1500,280,-6353.08
4050,PATH,-80941.7,3000,280,PATH,-1500,280,-6354.81
4051,PATH,-80966.7,3000,280,PATH,-1500,280,-6356.55
4052,PATH,-80991.7,3000,280,PATH,-1500,280,-6358.29
4053,PATH,-81016.7,3000,280,PATH,-1500,280,-6360.03
4054,PATH,-81041.7,3000,280,PATH,-1500,280,-6361.76
4055,PATH,-81066.7,3000,280,PATH,-1500,280,-6363.5
4056,PATH,-81091.7,3000,280,PATH,-1500,280,-6365.24
4057,PATH,-81116.7,3000,280,PATH,-1500,280,-6366.98
4058,PATH,-81141.7,3000,280,PATH,-1500,280,-6368.72
4059,PATH,-81166.7,3000,280,PATH,-1500,280,-6370.45
4060,PATH,-81191.7,3000,280,PATH,-1500,280,-6372.19
4061,PATH,-81216.7,3000,280,PATH,-1500,280,-6373.93
4062,PATH,-81241.7,3000,280,PATH,-1500,280,-6375.67
4063,PATH,-81266.7,3000,280,PATH,-1500,280,-6377.41
4064,PATH,-81291.7,3000,280,PATH,-1500,280,-6379.14
4065,PATH,-81316.7,3000,280,PATH,-1500,280,-6380.88
4066,PATH,-81341.7,3000,280,PATH,-1500,280,-6382.62
4067,PATH,-81366.7,3000,280,PATH,-1500,280,-6384.36
4068,PATH,-81391.7,3000,280,PATH,-1500,280,-6386.1
4069,PATH,-81416.7,3000,280,PATH,-1500,280,-6387.83
4070,PATH,-81441.7,3000,280,PATH,-1500,280,-6389.57
4071,PATH,-81466.7,3000,280,PATH,-1500,280,-6391.31
4072,PATH,-81491.7,3000,280,PATH,-1500,280,-6393.05
4073,PATH,-81516.7,3000,280,PATH,-1500,280,-6394.79
4074,PATH,-81541.7,3000,280,PATH,-1500,280,-6396.52
4075,PATH,-81566.7,3000,280,PATH,-1500,280,-6398.26
4076,PATH,-81591.7,3000,280,PATH,-1500,280,-6400
4077,PATH,-81616.7,3000,280,PATH,-1500,280,-6401.74
4078,PATH,-81641.7,3000,280,PATH,-1500,280,-6403.48
4079,PATH,-81666.7,3000,280,PATH,-1500,280,-6405.21
4080,PATH,-81691.7,3000,280,PATH,-1500,280,-6406.95
4081,PATH,-81716.7,3000,280,PATH,-1500,280,-6408.69
4082,PATH,-81741.7,3000,280,PATH,-1500,280,-6410.43
4083,PATH,-81766.7,3000,280,PATH,-1500,280,-6412.17
4084,PATH,-81791.7,3000,280,PATH,-1500,280,-6413.9
4085,PATH,-81816.7,3000,280,PATH,-1500,280,-6415.64
4086,PATH,-81841.7,3000,280,PATH,-1500,280,-6417.38
4087,PATH,-81866.7,3000,280,PATH,-1500,280,-6419.12
4088,PATH,-81891.7,3000,280,PATH,-1500,280,-6420.86
4089,PATH,-81916.7,3000,280,PATH,-1500,280,-6422.59
4090,PATH,-81941.7,3000,280,PATH,-1500,280,-6424.33
4091,PATH,-81966.7,3000,280,PATH,-1500,280,-6426.07
4092,PATH,-81991.7,3000,280,PATH,-1500,280,-6427.81
4093,PATH,-82016.7,3000,280,PATH,-1500,280,-6429.55
4094,PATH,-82041.7,3000,280,PATH,-1500,280,-6431.28
4095,PATH,-82066.7,3000,280,PATH,-1500,280,-6433.02
4096,PATH,-82091.7,3000,280,PATH,-1500,280,-6434.76
4097,PATH,-82116.7,3000,280,PATH,-1500,280,-6436.5
4098,PATH,-82141.7,3000,280,PATH,-1500,280,-6438.23
4099,PATH,-82166.7,3000,280,PATH,-1500,280,-6439.97
4100,PATH,-82191.7,3000,280,PATH,-1500,280,-6441.71
4101,PATH,-82216.7,3000,280,PATH,-1500,280,-6443.45
4102,PATH,-82241.7,3000,280,PATH,-1500,280,-6445.19
4103,PATH,-82266.7,3000,280,PATH,-1500,280,-6446.92
4104,PATH,-82291.7,3000,280,PATH,-1500,280,-6448.66
4105,PATH,-82316.7,3000,280,PATH,-1500,280,-6450.4
4106,PATH,-82341.7,3000,280,PATH,-1500,280,-6452.14
4107,PATH,-82366.7,3000,280,PATH,-1500,280,-6453.88
4108,PATH,-82391.7,3000,280,PATH,-1500,280,-6455.61
4109,PATH,-82416.7,3000,280,PATH,-1500,280,-6457.35
4110,PATH,-82441.7,3000,280,PATH,-1500,280,-6459.09
4111,PATH,-82466.7,3000,280,PATH,-1500,280,-6460.83
4112,PATH,-82491.7,3000,280,PATH,-1500,280,-6462.57
4113,PATH,-82516.7,3000,280,PATH,-1500,280,-6464.3
4114,PATH,-82541.7,3000,280,PATH,-1500,280,-6466.04
4115,PATH,-82566.7,3000,280,PATH,-1500,280,-6467.78
4116,PATH,-82591.7,3000,280,PATH,-1500,280,-6469.52
4117,PATH,-82616.7,3000,280,PATH,-1500,280,-6471.26
4118,PATH,-82641.7,3000,280,PATH,-1500,280,-6472.99
4119,PATH,-82666.7,3000,280,PATH,-1500,280,-6474.73
4120,PATH,-82691.7,3000,280,PATH,-1500,280,-6476.47
4121,PATH,-82716.7,3000,280,PATH,-1500,280,-6478.21
4122,PATH,-82741.7,3000,280,PATH,-1500,280,-6479.95
